Wall time,Step,Value
1776147885.647533,1,0.6931471824645996
1776147907.7132785,10,0.6931493878364563
1776149253.4522789,20,0.69195955991745
1776150597.2380316,30,0.6942757368087769
1776151942.6643453,40,0.6942228674888611
1776153289.354253,50,0.6928609013557434
1776154635.2099319,60,0.6946603059768677
1776155981.2409291,70,0.6923258900642395
1776157328.3395877,80,0.6907029151916504
1776158676.0103981,90,0.6907228231430054
1776160022.6988003,100,0.6908133029937744
1776161369.0859296,110,0.6893207430839539
1776162715.9004555,120,0.6901005506515503
1776164062.3255835,130,0.687800407409668
1776165407.8351593,140,0.6845141649246216
1776166754.667791,150,0.6847068667411804
1776168101.2449653,160,0.6859727501869202
1776169448.4952722,170,0.6799395680427551
1776170794.432707,180,0.6717329025268555
1776172141.0163274,190,0.6735059022903442
1776173487.256423,200,0.6691885590553284
1776174833.938914,210,0.6677177548408508
1776176180.536855,220,0.6527584791183472
1776177526.133284,230,0.6678335666656494
1776178870.9894228,240,0.6541134119033813
1776180217.1585312,250,0.6539910435676575
1776181563.7373521,260,0.6455918550491333
1776182910.076558,270,0.6417334079742432
1776184255.990307,280,0.6505128145217896
1776185602.8108456,290,0.6532579064369202
1776186949.632597,300,0.6261076331138611
1776188296.5304456,310,0.622499942779541
1776189643.516874,320,0.626794695854187
1776190990.3113577,330,0.62852942943573
1776192336.130719,340,0.6263538599014282
1776193681.3656778,350,0.6046851873397827
1776195026.6519718,360,0.6164723634719849
1776196371.4103181,370,0.6072893142700195
1776197716.359433,380,0.6186357736587524
1776199063.1992285,390,0.6331678628921509
1776200408.9233644,400,0.6151992082595825
1776201754.5839248,410,0.6125043034553528
1776203099.9281907,420,0.5981909036636353
1776204446.1421397,430,0.6166487336158752
1776205791.5506637,440,0.5893651247024536
1776207137.9211333,450,0.577663242816925
1776208483.6521997,460,0.5717040300369263
1776209829.7628496,470,0.5854194760322571
1776211175.1026616,480,0.5806411504745483
1776212520.6788049,490,0.5846474766731262
1776213866.438952,500,0.5757800340652466
1776215211.7158697,510,0.547027051448822
1776216557.498527,520,0.5722274780273438
1776217903.7900717,530,0.5646764039993286
1776219249.0649261,540,0.5850779414176941
1776220594.1595688,550,0.5549918413162231
1776221939.7852578,560,0.5426050424575806
1776223286.4092567,570,0.5227419137954712
1776224632.3951306,580,0.5748879313468933
1776225977.930078,590,0.5374253988265991
1776227323.6721423,600,0.5020716190338135
1776228669.6030037,610,0.5324790477752686
1776230015.75569,620,0.5398618578910828
1776231362.1544216,630,0.510893702507019
1776232707.9781911,640,0.5105375647544861
1776234053.5329075,650,0.4719831347465515
1776235399.7446864,660,0.5101499557495117
1776236746.1589465,670,0.5330939292907715
1776238093.1788204,680,0.5006678700447083
1776239439.5846963,690,0.5198662877082825
1776240786.0587163,700,0.4972337782382965
1776242132.9978094,710,0.526733934879303
1776243479.65589,720,0.5424522161483765
1776244826.6604748,730,0.5017192959785461
1776246172.4104826,740,0.5161497592926025
1776247518.5213966,750,0.4639863967895508
1776248864.6437068,760,0.5166281461715698
1776250210.1665397,770,0.4833714962005615
1776251556.3177414,780,0.48992520570755005
1776252902.4162135,790,0.4784875810146332
1776254248.787605,800,0.5084677934646606
1776255594.540012,810,0.4593917429447174
1776256940.3701224,820,0.5226578712463379
1776258282.8299315,830,0.4771959185600281
1776259623.6579523,840,0.48338547348976135
1776260964.8134172,850,0.5434718132019043
1776262306.1674216,860,0.484398752450943
1776263646.844411,870,0.5060302019119263
1776264987.268974,880,0.4997660219669342
1776266328.1174338,890,0.4773874282836914
1776267668.914935,900,0.444105327129364
1776269009.2898066,910,0.4747380316257477
1776270350.31668,920,0.47173604369163513
1776271691.0508008,930,0.4767456650733948
1776273032.737776,940,0.433413028717041
1776274374.5852447,950,0.4711451530456543
1776275715.6838703,960,0.4382457733154297
1776277057.0480258,970,0.5019990801811218
1776278397.645216,980,0.46767741441726685
1776279738.2661202,990,0.4043544828891754
1776281079.5839114,1000,0.4838416576385498
1776282420.3053463,1010,0.4249938130378723
1776283762.2967663,1020,0.4395774304866791
1776285103.308681,1030,0.42378225922584534
1776286444.4042656,1040,0.49337881803512573
1776287785.3373427,1050,0.5001751184463501
1776289126.0627477,1060,0.4233716130256653
1776290466.5628111,1070,0.44829320907592773
1776291807.2036533,1080,0.38716092705726624
1776293148.2992938,1090,0.46401962637901306
1776294489.2415104,1100,0.4650440216064453
1776295830.745416,1110,0.4408346712589264
1776297172.0750172,1120,0.43273717164993286
1776298513.3629665,1130,0.47475314140319824
1776299854.4461794,1140,0.4102267622947693
1776301194.4153204,1150,0.3810428977012634
1776302535.4522378,1160,0.4748010039329529
1776303876.1126926,1170,0.45846661925315857
1776305216.9994144,1180,0.442084401845932
1776306557.867506,1190,0.3939127027988434
1776307898.4977102,1200,0.4163011908531189
1776309239.5678577,1210,0.4817745089530945
1776310580.6180146,1220,0.4452698230743408
1776311922.2304683,1230,0.4471512734889984
1776313263.3189967,1240,0.4178975224494934
1776314604.4858665,1250,0.4115913510322571
1776315945.748295,1260,0.39922794699668884
1776317286.6965828,1270,0.4108392596244812
1776318627.4211788,1280,0.43754902482032776
1776319969.7330663,1290,0.443856418132782
1776321310.9588122,1300,0.4529403746128082
1776322653.2587242,1310,0.3935394883155823
1776323994.645364,1320,0.45322543382644653
1776325335.010659,1330,0.39043912291526794
1776326675.7607615,1340,0.35850489139556885
